16355,15024,15973,15843,16118,16388,16150,15698,15632,15836,16170,16067,15265,15334,15948,15780,16349,16450,15753,16113,15955,16309,16420,16046,16105,14901,15890,16209,15993,15971,15958,15907,16338,16059,15836,15754,16013,15836,15142,15887,16235,16236,15963,16332,16269,15237,16151,15966,16318,15685,11248,10428,10883,11376,10554,10664,10669,11500,11180,11384,11526,10495,11388,10974,11085,11089,10237,11167,11122,11097,10556,10766,10409,10891,10585,10593,10844,10120,10892,11199,11630,11539,11243,10872,10289,11078,10974,10898,10397,10934,11329,10430,11140,11466,11172,10473,11003,11049,11270,10843,10244,9856,9761,9511,9698,9788,9901,9919,9887,10596,10025,10005,9638,9777,9790,10063,9571,10552,10398,9811,10125,9615,10154,9649,10126,10117,9811,9371,9885,9592,10192,10574,9957,9341,9655,9688,10048,9892,9382,10147,9948,10003,9856,10139,10210,9431,10049,9677,10182,9437
15374,15136,15095,14960,15240,15537,15267,14802,14770,15022,15311,15200,15349,15427,15075,14907,15497,15467,14870,15156,15105,15354,15547,15089,15231,14945,14994,15280,15116,15095,15103,15044,15473,15186,15022,14872,15100,15022,15197,14934,15328,15354,15090,15419,15312,15289,15196,15097,15427,14802,10804,10014,10494,10916,10229,10255,10214,11098,10746,10934,11046,10791,10950,10573,10645,10692,10553,10719,10708,10665,10239,10360,10026,10488,10131,10889,10441,10436,10500,10751,11161,11076,10792,10476,10605,10678,10575,10456,10693,10489,10884,10726,10689,10989,10751,10769,10575,10595,10671,10408,9934,9563,10078,9247,10015,10105,9709,9655,9680,10317,9767,9701,9955,9535,9497,9774,9888,10244,10116,9618,9836,9382,9871,9392,9880,9865,9550,9688,9609,9909,9901,10248,9666,9112,9413,10005,9738,9654,9699,9880,9689,9734,9563,9867,9936,9748,9779,9994,9887,9754
16053,14826,16158,15698,15915,16269,15922,15540,15441,15690,16029,15915,15052,15212,15835,15640,16283,16126,15592,15884,15820,16096,16292,15830,15948,14762,15743,16026,15783,16118,15821,15753,16189,15857,15690,15895,15892,15690,15050,15661,16097,16140,16143,16176,16062,15016,15940,16034,16174,15477,11809,10989,11227,11694,10901,10990,10977,11809,11490,11692,11831,10796,11703,11292,11395,11409,10534,11482,11454,11404,11117,11081,10730,11211,10917,10878,11193,10400,11219,11514,11937,11851,11558,11208,10600,11370,11305,11219,10677,11241,11641,10715,11455,11777,11487,10753,11313,11359,11404,11158,10600,10224,10094,9883,10031,10111,10270,10291,10257,10958,10589,10396,9971,10138,10158,10627,9923,10880,10778,10193,10689,9983,10522,10026,10482,10681,10199,9713,10271,9925,10550,10912,10343,9733,10021,10033,10372,10297,9735,10515,10306,10398,10224,10703,10566,9776,10400,10015,10528,9800
16006,14770,15767,16012,15839,16225,15893,15625,15360,16010,16117,15867,15002,15146,15754,15745,16177,16075,15526,15985,15785,16201,16245,15771,15904,14672,15701,16105,15754,15770,15967,15868,16300,15783,16010,15545,15769,16010,14916,15761,15975,16005,15753,16078,16038,14939,15896,15717,16265,15399,11091,10288,10883,11193,10395,10502,10491,11342,11001,11232,11324,10296,11214,10811,10906,11089,10038,10993,10963,10915,10401,10592,10248,10725,10424,10390,10678,9935,10728,11037,11442,11356,11069,10710,10127,10937,10974,10732,10183,10746,11154,10224,10966,11264,10998,10271,10836,10870,10977,10681,10049,9678,9546,9339,9475,9573,9727,9739,9753,10410,9848,9830,9431,9599,9620,9892,9359,10362,10218,9669,9978,9455,9971,9497,9987,9943,9636,9179,9726,9369,10009,10384,9790,9204,9497,9468,9909,9895,9167,10150,9951,10006,9678,9960,10063,9259,9859,9454,10043,9227
16245,15013,15962,15814,16214,16361,16129,15761,15615,15799,16134,16067,15252,15323,15938,15742,16324,16324,15697,16002,15944,16209,16431,15939,16089,14979,15958,16154,15981,15973,15955,15874,16298,16038,15799,15839,15975,15799,15132,15800,16281,16212,15952,16383,16168,15211,16069,15956,16282,15758,11437,10617,11066,11562,10737,10847,10851,11698,11363,11561,11826,10685,11581,11157,11268,11272,10427,11360,11305,11272,10745,10949,10587,11074,10768,10783,11027,10310,11075,11395,11802,11726,11426,11055,10479,11273,11157,11090,10587,11106,11506,10620,11323,11766,11355,10663,11186,11232,11297,11026,10426,10030,9942,9685,9879,9969,10068,10093,10054,10801,10205,10179,9819,9944,9964,10243,9752,10696,10572,9985,10305,9789,10328,9823,10299,10306,9985,9552,10059,9782,10375,10718,10131,9515,9829,9878,10234,10066,9563,10321,10122,10177,10030,10319,10392,9612,10216,9858,10368,9618
16186,14968,15981,15854,16035,17108,16446,15711,15555,16302,16270,16076,15596,15869,15960,16372,16981,16653,16293,16524,16083,16784,16417,16504,16119,14904,16375,16175,15939,15979,15956,16497,16819,15978,16302,15750,15979,16302,15155,15858,16582,16698,15967,16692,16791,15553,16109,15889,16342,15601,12213,11406,11939,12413,11648,11781,11726,12556,12246,12417,12522,11503,12473,12040,12151,12136,11247,12243,12220,12174,11521,11851,11498,11976,11651,11597,11929,11124,11971,12307,12662,12576,12319,11957,11388,12102,12030,11983,11401,11966,12366,11434,12216,12462,12257,11500,12092,12115,12163,11951,11283,10914,10759,10559,10696,10786,10953,10967,10947,11620,10972,11072,10636,10860,10848,11010,10569,11606,11465,10899,11072,10682,11221,10716,11165,11064,10878,10369,10952,10590,11259,11628,11024,10429,10722,10686,11045,10921,10380,11176,10977,11032,10914,11086,11249,10429,11109,10675,11179,10435
16188,14949,15893,15782,16045,16705,16608,15718,15553,16104,16087,16094,15557,15652,15861,16082,16609,16665,16101,16376,15990,16514,16359,16268,16132,14822,16228,16099,16023,15887,15884,16283,16621,15976,16104,15674,15903,16104,15065,15855,16466,16551,15883,16522,16518,15569,16012,15907,16230,15605,11918,11106,11627,12110,11320,11451,11435,12253,11937,12122,12248,11224,12162,11731,11842,11833,10974,11924,11908,11855,11226,11532,11182,11657,11342,11322,11610,10849,11660,11978,12353,12267,12000,11649,11000,11975,11718,11682,11126,11657,12057,11159,11897,12194,11938,11215,11773,11818,11862,11622,10995,10610,10487,10276,10424,10514,10664,10673,10643,11338,10692,10768,10364,10546,10552,10738,10297,11299,11169,10594,10800,10378,10917,10420,10869,10784,10582,10097,10656,10338,10955,11321,10728,10112,10426,10422,10948,10633,10128,10896,10700,10752,10610,10814,10953,10165,10813,10403,11082,10163
16042,14786,15788,15803,15964,16249,16007,15844,15375,15796,16133,16002,15009,15144,15768,15761,16210,16103,15537,15995,15908,16219,16240,15782,16024,14802,15938,16138,15878,15806,15796,15992,16300,15798,15796,15669,15802,15796,14942,15880,16107,16030,15774,16213,16062,14961,15933,15724,16276,15526,11067,10255,10725,11194,10372,10502,10502,11344,10993,11221,11465,10280,11224,10787,10898,10931,10030,10995,10960,10907,10375,10584,10234,10709,10398,10378,10662,9905,10716,11042,11434,11358,11061,10701,10128,11053,10816,10737,10182,10738,11138,10215,10958,11405,10990,10270,10828,10874,10972,10673,10049,9658,9530,9319,9467,9557,9727,9716,9682,10399,9828,9807,9407,9584,9600,9874,9340,10347,10208,9633,9936,9417,9956,9459,9923,9920,9621,9140,9695,9381,9994,10369,9767,9151,9465,9465,10013,9718,9171,9981,9785,9837,9658,9950,10007,9208,9852,9446,10147,9206
16075,14859,15802,15657,15934,16200,15948,15495,15744,15642,15979,15888,15099,15172,15783,15595,16164,16148,15557,15834,15781,16041,16255,15784,15926,14716,15675,15980,15817,15799,15783,15699,16141,15887,15642,15576,15806,15642,14979,15634,16010,16044,15800,16100,16007,15047,15897,15801,16127,15496,11417,10608,11039,11561,10723,10872,10840,11645,11504,11531,11643,10670,11544,11298,11409,11242,10413,11312,11292,11242,10745,10968,10581,11053,10909,10765,10997,10271,11216,11357,11764,11678,11388,11028,10457,11234,11141,11110,10598,11114,11468,10608,11285,11583,11373,10645,11327,11373,11259,11040,10322,9928,9839,9838,9776,9866,9995,10246,9969,10668,10107,10093,9716,9863,9862,10161,9666,10594,10470,9929,10207,9703,10226,9744,10192,10216,9916,9479,9985,9670,10264,10616,10057,9454,9763,9766,10133,9997,9506,10219,10032,10075,9928,10221,10276,9509,10126,9755,10264,9532
15945,14768,15699,15937,15776,16623,16148,15559,15299,16478,16060,15805,15335,15597,15690,16160,16523,16371,15920,16363,15712,16573,16156,16137,15842,14626,15999,16051,15693,15702,15917,16221,16729,15722,16478,15477,15705,16478,14870,15695,16264,16361,15685,16385,16420,15249,15832,15642,16208,15338,11974,11191,11876,12158,11399,11526,11471,12386,11991,12211,12274,11274,12221,11801,11896,12082,11036,11991,11987,11939,11284,11596,11272,11729,11414,11368,11682,10933,11738,12044,12412,12327,12064,11714,11092,11830,11967,11736,11161,11731,12119,11202,11961,12217,12002,11249,11826,11860,11943,11685,11047,10691,10542,10347,10471,10569,10771,10747,10783,11392,10749,10852,10427,10629,10633,10793,10355,11365,11240,10691,10879,10477,10993,10519,10985,10844,10658,10175,10748,10365,11031,11387,10812,10226,10519,10464,10800,10906,10163,11161,10962,11017,10691,10861,11061,10255,10889,10450,10934,10223
