32710,30398,32026,31849,32363,32574,32338,31740,31707,31781,32314,32268,30640,30715,32146,31760,32526,32760,31828,32262,32106,32464,32735,32256,32329,30212,31969,32407,32205,32019,32048,31924,32494,32288,31781,31751,32211,31781,30531,32013,32426,32435,32017,32563,32505,30607,32426,32042,32527,31839,22551,21561,22185,22514,21563,21451,21992,22884,22303,22783,22952,21174,22580,22241,22214,22283,20886,22346,22555,22433,21700,21552,21541,21854,21623,21291,22029,20725,22137,22488,23130,22891,22484,22208,20993,22562,22115,21911,20844,21891,22610,21156,22364,22850,22217,21029,22038,22213,22801,21698,21116,20573,19863,19890,19892,19976,20649,20678,20383,21455,20661,20713,19717,20394,20396,20499,19784,21401,20963,20438,20530,20046,20706,20280,20616,20794,20423,19506,20102,19797,20791,21592,20360,19640,20092,19525,20742,20526,19560,20728,20550,20463,20573,20622,20959,19296,20709,19894,20776,19620
30398,30272,29921,29730,30253,30505,30216,29588,29629,29790,30228,30180,30452,30539,30054,29650,30452,30439,29707,29983,30051,30194,30643,29997,30229,29945,29818,30198,30101,29920,29983,29826,30401,30190,29790,29637,30034,29790,30286,29753,30248,30313,29919,30383,30235,30351,30166,29954,30388,29720,21089,20167,20812,21026,20301,20071,20511,21509,20886,21310,21429,21259,21132,20847,20768,20919,21001,20885,21162,20999,20459,20155,20188,20458,20147,21361,20634,20908,20785,21020,21617,21398,21009,20827,21105,21198,20742,20465,20913,20440,21153,21232,20889,21335,20823,21099,20627,20737,21106,20256,19972,19457,20098,18852,20124,20206,19746,19640,19493,20392,19629,19579,19950,19399,19280,19412,20024,20296,19890,19516,19443,19058,19639,19256,19621,19791,19393,19762,19047,20046,19693,20439,19265,18634,19079,19752,19599,19555,19801,19690,19503,19411,19457,19583,19885,19540,19648,20125,19680,19872
32026,29921,32316,31465,31877,32250,31815,31328,31243,31389,31939,31887,30143,30376,31840,31381,32290,32048,31423,31702,31762,31941,32399,31746,31940,29849,31588,31952,31707,32233,31695,31522,32095,31807,31389,31949,31889,31389,30263,31469,32057,32149,32296,32164,32003,30092,31920,32097,32144,31344,23247,22260,22441,22719,21822,21676,22187,23077,22494,22975,23134,21372,22782,22451,22405,22496,21076,22548,22793,22616,22444,21754,21755,22069,21859,21456,22293,20879,22364,22690,23312,23086,22686,22444,21202,22740,22353,22123,20998,22075,22805,21321,22566,23042,22419,21183,22229,22404,22728,21900,21370,20842,20091,20173,20113,20177,20918,20961,20659,21719,21350,21039,19937,20654,20665,21203,20050,21602,21278,20736,21224,20324,20984,20574,20871,21487,20739,19752,20410,20023,21040,21822,20668,19958,20362,19792,20944,20879,19828,20996,20799,20808,20842,21317,21214,19563,20940,20134,21044,19909
31849,29730,31465,32024,31653,32079,31675,31428,31017,31947,32058,31716,29973,30180,31609,31510,32014,31866,31223,31822,31605,32081,32233,31558,31773,29596,31423,32041,31566,31470,31911,31665,32245,31588,31947,31178,31566,31947,29927,31603,31748,31827,31449,31906,31872,29871,31754,31397,32267,31116,22230,21270,22204,22128,21232,21100,21631,22541,21925,22450,22536,20783,22213,21908,21836,22282,20495,21979,22224,22047,21371,21185,21209,21513,21284,20897,21681,20365,21795,22137,22731,22505,22117,21860,20651,22235,22117,21568,20417,21494,22248,20748,21997,22434,21850,20618,21676,21835,22238,21347,20643,20131,19374,19468,19379,19487,20202,20233,20027,20997,20220,20279,19253,19939,19977,20079,19305,20932,20523,20069,20160,19636,20253,19889,20263,20361,19989,19055,19715,19284,20338,21123,19949,19282,19699,19025,20360,20457,19066,20669,20496,20400,20131,20183,20582,18892,20238,19381,20399,19137
32363,30253,31877,31653,32428,32396,32174,31725,31549,31575,32102,32141,30493,30570,31999,31550,32352,32393,31601,31907,31957,32131,32629,31927,32170,30246,31975,32160,32054,31895,31914,31723,32282,32120,31575,31791,32006,31575,30385,31700,32388,32269,31868,32544,32179,30436,32131,31898,32315,31859,22684,21694,22307,22640,21685,21573,22111,23057,22425,22894,23299,21310,22741,22363,22336,22405,21022,22507,22677,22536,21833,21674,21652,21976,21745,21427,22151,20861,22259,22657,23227,23040,22606,22330,21129,22703,22237,22049,20980,21990,22720,21292,22486,23196,22339,21165,22160,22335,22683,21820,21214,20656,19960,19973,19989,20073,20714,20761,20448,21597,20755,20796,19814,20459,20479,20593,19881,21436,21046,20521,20624,20129,20789,20363,20696,20906,20506,19603,20185,19912,20893,21627,20443,19723,20175,19641,20844,20609,19657,20811,20633,20546,20656,20716,21057,19393,20774,19991,20878,19717
32574,30505,32250,32079,32396,34216,33151,31960,31755,32925,32729,32490,31528,31987,32395,33137,34015,33401,33107,33284,32585,33625,32948,33394,32570,30433,33138,32554,32292,32239,32259,33313,33656,32329,32925,31938,32351,32925,30769,32162,33349,33580,32228,33508,33749,31463,32558,32086,32791,31874,24255,23297,24019,24302,23450,23374,23817,24710,24141,24571,24667,22945,24446,24079,24052,24096,22663,24202,24453,24280,23404,23418,23417,23720,23461,23051,23895,22485,24007,24390,24905,24679,24340,24074,22906,24355,23949,23777,22604,23668,24398,22916,24220,24565,24083,22825,23912,24051,24377,23600,22895,22383,21605,21682,21634,21718,22456,22470,22185,23213,22319,22533,21459,22232,22206,22157,21526,23200,22783,22305,22188,21866,22526,22100,22395,22452,22243,21248,21922,21539,22611,23391,22180,21507,21912,21267,22468,22293,21302,22495,22317,22230,22383,22280,22738,21038,22511,21636,22502,21362
32338,30216,31815,31675,32174,33151,33216,31725,31501,32252,32099,32280,31171,31278,31929,32284,33012,33158,32460,32710,32152,32804,32576,32656,32349,30011,32595,32138,32230,31796,31858,32606,32983,32075,32252,31531,31944,32252,30327,31900,32862,33019,31805,32909,32942,31221,32109,31884,32293,31639,23464,22494,23192,23499,22599,22529,23046,23904,23329,23778,23920,22165,23636,23267,23240,23290,21897,23372,23634,23450,22613,22588,22592,22890,22649,22282,23065,21716,23193,23546,24092,23866,23510,23274,21982,23833,23122,22983,21835,22855,23585,22147,23390,23828,23253,22042,23086,23262,23582,22756,22284,21742,20997,21087,21026,21110,21836,21847,21544,22608,21717,21892,20851,21577,21585,21576,20918,22554,22163,21658,21607,21225,21885,21476,21767,21850,21619,20640,21301,20972,21970,22745,21559,20836,21291,20680,22168,21676,20735,21898,21728,21634,21742,21699,22110,20451,21887,21028,22203,20754
31740,29588,31328,31428,31725,31960,31725,31688,30870,31355,31914,31801,29822,30012,31459,31374,31911,31756,31081,31675,31670,31948,32046,31411,31830,29685,31714,31926,31630,31359,31392,31738,32076,31441,31355,31246,31454,31355,29802,31657,31837,31712,31312,32005,31750,29750,31645,31232,32110,31192,22001,21031,21668,21960,21012,20936,21478,22400,21741,22256,22630,20577,22088,21679,21652,21766,20309,21834,22047,21863,21150,21001,21005,21303,21061,20694,21478,20128,21605,22000,22547,22360,21933,21687,20482,22272,21598,21402,20247,21310,22040,20559,21813,22527,21666,20448,21492,21674,22058,21163,20578,20027,19271,19361,19300,19384,20143,20121,19819,20910,20116,20167,19125,19846,19870,19975,19192,20839,20438,19933,20006,19500,20160,19751,20061,20249,19894,18914,19576,19246,20245,21030,19834,19111,19566,18954,20469,20014,19009,20236,20066,19972,20027,20098,20404,18725,20162,19302,20504,19028
31707,29629,31243,31017,31549,31755,31501,30870,31488,30941,31470,31466,29870,29949,31370,30933,31709,31724,30998,31252,31314,31476,31959,31300,31527,29397,31098,31493,31410,31233,31253,31055,31648,31499,30941,30949,31351,30941,29763,31048,31531,31610,31247,31663,31538,29792,31470,31272,31683,31016,22479,21500,22083,22484,21489,21468,21925,22758,22585,22665,22779,21114,22478,22509,22498,22176,20824,22220,22478,22302,21664,21554,21467,21769,21907,21226,21922,20612,22404,22385,22979,22753,22358,22106,20917,22464,22043,21932,20846,21850,22472,21101,22238,22677,22217,20959,22320,22497,22435,21692,20780,20225,19528,20063,19557,19641,20335,20852,20051,21107,20329,20387,19382,20066,20048,20189,19483,21005,20615,20175,20198,19726,20358,19978,20258,20496,20131,19234,19804,19462,20443,21196,20062,19369,19827,19190,20425,20234,19310,20380,20230,20115,20225,20290,20601,18961,20365,19559,20441,19319
31781,29790,31389,31947,31575,32925,32252,31355,30941,32956,32021,31647,30700,31130,31552,32391,32781,32519,32056,32634,31535,32892,32123,32353,31715,29570,32078,32006,31494,31385,31871,32436,33163,31515,32956,31088,31504,32956,29897,31539,32405,32607,31367,32585,32685,30551,31695,31290,32228,31045,23540,22621,23666,23542,22705,22614,23071,24113,23381,23889,23925,22237,23699,23364,23292,23744,21990,23455,23738,23567,22681,22658,22729,22986,22740,22351,23154,21867,23292,23623,24160,23941,23580,23333,22101,23579,23579,23041,21871,22955,23662,22202,23460,23831,23323,22072,23132,23291,23682,22820,22176,21687,20921,21017,20926,21034,21836,21782,21614,22506,21623,21845,20800,21526,21533,21482,20852,22471,22089,21635,21563,21202,21819,21455,21796,21764,21555,20602,21281,20831,21904,22662,21515,20848,21265,20572,21756,22012,20613,22224,22051,21955,21687,21586,22115,20439,21825,20928,21795,20684
