object_id,concept_id,weight
0,1,0.19931118704250333
1,1,0.19931118704250333
2,1,0.19931118704250333
3,1,0.19931118704250333
4,1,0.19931118704250333
5,1,0.19931118704250333
6,1,0.19931118704250333
7,1,0.19931118704250333
8,1,0.19931118704250333
9,1,0.19931118704250333
10,1,0.19931118704250333
11,1,0.19931118704250333
12,1,0.19931118704250333
13,1,0.19931118704250333
14,1,0.19931118704250333
15,1,0.19931118704250333
16,1,0.19931118704250333
17,1,0.19931118704250333
18,1,0.19931118704250333
19,1,0.19931118704250333
20,1,0.19931118704250333
21,1,0.19931118704250333
22,1,0.19931118704250333
23,1,0.19931118704250333
24,1,0.19931118704250333
25,1,0.19931118704250333
26,1,0.19931118704250333
27,1,0.19931118704250333
28,1,0.19931118704250333
29,1,0.19931118704250333
30,1,0.19931118704250333
31,1,0.19931118704250333
32,1,0.19931118704250333
33,1,0.19931118704250333
34,1,0.19931118704250333
35,1,0.19931118704250333
36,1,0.19931118704250333
37,1,0.19931118704250333
38,1,0.19931118704250333
39,1,0.19931118704250333
40,1,0.19931118704250333
41,1,0.19931118704250333
42,1,0.19931118704250333
43,1,0.19931118704250333
44,1,0.19931118704250333
45,1,0.19931118704250333
46,1,0.19931118704250333
47,1,0.19931118704250333
48,1,0.19931118704250333
49,1,0.19931118704250333
50,1,0.19931118704250333
51,1,0.19931118704250333
52,1,0.19931118704250333
53,1,0.19931118704250333
54,1,0.19931118704250333
55,1,0.19931118704250333
56,1,0.19931118704250333
57,1,0.19931118704250333
58,1,0.19931118704250333
59,1,0.19931118704250333
60,1,0.19931118704250333
61,1,0.19931118704250333
62,1,0.19931118704250333
63,1,0.19931118704250333
64,1,0.19931118704250333
65,1,0.19931118704250333
66,1,0.19931118704250333
67,1,0.19931118704250333
68,1,0.19931118704250333
69,1,0.19931118704250333
70,1,0.19931118704250333
71,1,0.19931118704250333
72,1,0.19931118704250333
73,1,0.19931118704250333
74,1,0.19931118704250333
75,1,0.19931118704250333
76,1,0.19931118704250333
77,1,0.19931118704250333
78,1,0.19931118704250333
79,1,0.19931118704250333
80,1,0.19931118704250333
81,1,0.19931118704250333
82,1,0.19931118704250333
83,1,0.19931118704250333
84,1,0.19931118704250333
85,1,0.19931118704250333
86,1,0.19931118704250333
87,1,0.19931118704250333
88,1,0.19931118704250333
89,1,0.19931118704250333
90,1,0.19931118704250333
91,1,0.19931118704250333
92,1,0.19931118704250333
93,1,0.19931118704250333
94,1,0.19931118704250333
95,1,0.19931118704250333
96,1,0.19931118704250333
97,1,0.19931118704250333
98,1,0.19931118704250333
99,1,0.19931118704250333
100,1,0.19931118704250333
101,1,0.19931118704250333
102,1,0.19931118704250333
103,1,0.19931118704250333
104,1,0.19931118704250333
105,1,0.19931118704250333
106,1,0.19931118704250333
107,1,0.19931118704250333
108,1,0.19931118704250333
109,1,0.19931118704250333
110,1,0.19931118704250333
111,1,0.19931118704250333
112,1,0.19931118704250333
113,1,0.19931118704250333
114,1,0.19931118704250333
115,1,0.19931118704250333
116,1,0.19931118704250333
117,1,0.19931118704250333
118,1,0.19931118704250333
119,1,0.19931118704250333
120,1,0.19931118704250333
121,1,0.19931118704250333
122,1,0.19931118704250333
123,1,0.19931118704250333
124,1,0.19931118704250333
125,1,0.19931118704250333
126,1,0.19931118704250333
127,1,0.19931118704250333
128,1,0.19931118704250333
129,1,0.19931118704250333
130,1,0.19931118704250333
131,1,0.19931118704250333
132,1,0.19931118704250333
133,1,0.19931118704250333
134,1,0.19931118704250333
135,1,0.19931118704250333
136,1,0.19931118704250333
137,1,0.19931118704250333
138,1,0.19931118704250333
139,1,0.19931118704250333
140,1,0.19931118704250333
141,1,0.19931118704250333
142,1,0.19931118704250333
143,1,0.19931118704250333
144,1,0.19931118704250333
145,1,0.19931118704250333
146,1,0.19931118704250333
147,1,0.19931118704250333
148,1,0.19931118704250333
149,1,0.19931118704250333
1,2,0.20178266682373375
2,2,0.20178266682373375
3,2,0.20178266682373375
4,2,0.20178266682373375
5,2,0.20178266682373375
6,2,0.20178266682373375
7,2,0.20178266682373375
8,2,0.20178266682373375
9,2,0.20178266682373375
10,2,0.20178266682373375
11,2,0.20178266682373375
12,2,0.20178266682373375
13,2,0.20178266682373375
14,2,0.20178266682373375
15,2,0.20178266682373375
16,2,0.20178266682373375
18,2,0.20178266682373375
20,2,0.20178266682373375
22,2,0.20178266682373375
24,2,0.20178266682373375
25,2,0.20178266682373375
26,2,0.20178266682373375
27,2,0.20178266682373375
28,2,0.20178266682373375
29,2,0.20178266682373375
30,2,0.20178266682373375
31,2,0.20178266682373375
32,2,0.20178266682373375
33,2,0.20178266682373375
34,2,0.20178266682373375
35,2,0.20178266682373375
36,2,0.20178266682373375
37,2,0.20178266682373375
38,2,0.20178266682373375
40,2,0.20178266682373375
41,2,0.20178266682373375
42,2,0.20178266682373375
43,2,0.20178266682373375
45,2,0.20178266682373375
47,2,0.20178266682373375
48,2,0.20178266682373375
49,2,0.20178266682373375
50,2,0.20178266682373375
51,2,0.20178266682373375
52,2,0.20178266682373375
53,2,0.20178266682373375
54,2,0.20178266682373375
55,2,0.20178266682373375
56,2,0.20178266682373375
57,2,0.20178266682373375
58,2,0.20178266682373375
59,2,0.20178266682373375
60,2,0.20178266682373375
61,2,0.20178266682373375
62,2,0.20178266682373375
63,2,0.20178266682373375
64,2,0.20178266682373375
65,2,0.20178266682373375
66,2,0.20178266682373375
67,2,0.20178266682373375
68,2,0.20178266682373375
69,2,0.20178266682373375
70,2,0.20178266682373375
71,2,0.20178266682373375
72,2,0.20178266682373375
73,2,0.20178266682373375
74,2,0.20178266682373375
75,2,0.20178266682373375
76,2,0.20178266682373375
77,2,0.20178266682373375
78,2,0.20178266682373375
79,2,0.20178266682373375
80,2,0.20178266682373375
81,2,0.20178266682373375
82,2,0.20178266682373375
83,2,0.20178266682373375
84,2,0.20178266682373375
85,2,0.20178266682373375
86,2,0.20178266682373375
87,2,0.20178266682373375
88,2,0.20178266682373375
89,2,0.20178266682373375
90,2,0.20178266682373375
91,2,0.20178266682373375
92,2,0.20178266682373375
93,2,0.20178266682373375
