object_id,concept_id,weight
0,0,0.19931118704250333
1,0,0.19931118704250333
2,0,0.19931118704250333
3,0,0.19931118704250333
4,0,0.19931118704250333
5,0,0.19931118704250333
6,0,0.19931118704250333
7,0,0.19931118704250333
8,0,0.19931118704250333
9,0,0.19931118704250333
10,0,0.19931118704250333
11,0,0.19931118704250333
12,0,0.19931118704250333
13,0,0.19931118704250333
14,0,0.19931118704250333
15,0,0.19931118704250333
16,0,0.19931118704250333
17,0,0.19931118704250333
18,0,0.19931118704250333
19,0,0.19931118704250333
20,0,0.19931118704250333
21,0,0.19931118704250333
22,0,0.19931118704250333
23,0,0.19931118704250333
24,0,0.19931118704250333
25,0,0.19931118704250333
26,0,0.19931118704250333
27,0,0.19931118704250333
28,0,0.19931118704250333
29,0,0.19931118704250333
30,0,0.19931118704250333
31,0,0.19931118704250333
32,0,0.19931118704250333
33,0,0.19931118704250333
34,0,0.19931118704250333
35,0,0.19931118704250333
36,0,0.19931118704250333
37,0,0.19931118704250333
38,0,0.19931118704250333
39,0,0.19931118704250333
40,0,0.19931118704250333
41,0,0.19931118704250333
42,0,0.19931118704250333
43,0,0.19931118704250333
44,0,0.19931118704250333
45,0,0.19931118704250333
46,0,0.19931118704250333
47,0,0.19931118704250333
48,0,0.19931118704250333
49,0,0.19931118704250333
50,0,0.19931118704250333
51,0,0.19931118704250333
52,0,0.19931118704250333
53,0,0.19931118704250333
54,0,0.19931118704250333
55,0,0.19931118704250333
56,0,0.19931118704250333
57,0,0.19931118704250333
58,0,0.19931118704250333
59,0,0.19931118704250333
60,0,0.19931118704250333
61,0,0.19931118704250333
62,0,0.19931118704250333
63,0,0.19931118704250333
64,0,0.19931118704250333
65,0,0.19931118704250333
66,0,0.19931118704250333
67,0,0.19931118704250333
68,0,0.19931118704250333
69,0,0.19931118704250333
70,0,0.19931118704250333
71,0,0.19931118704250333
72,0,0.19931118704250333
73,0,0.19931118704250333
74,0,0.19931118704250333
75,0,0.19931118704250333
76,0,0.19931118704250333
